MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,,Building Materials,Decking & Railing,Composite Decking,,543142016,1nx6-16' Carmel Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),Trex Company Inc.,TREX®,,543142016,,Building Materials > Decking & Railing > Composite Decking,"TREX® Transcend Lineage Composite Decking Board, Carmel, 1 in x 6 in x 16 ft",TREX 1NX6-16 CARMEL TRANSCEND LINEAGE,"TREX® Transcend Lineage Series 543142016 Composite Decking, Carmel, Square Edge, 1 in x 6 in x 16 ft","TREX® Transcend Lineage Series Composite Decking, Model: 543142016, Color: Carmel, Edge Type: Square Edge, Nominal Dimensions: 1 in Thickness x 6 in Width x 16 ft Length, Material: High-Performance Composite, Application: Outdoor Decking","TREX® Transcend Lineage Series 543142016 Composite Decking, Carmel, Square Edge, 1 in x 6 in x 16 ft","Upgrade your outdoor living space with TREX® Transcend Lineage Composite Decking in Carmel. Featuring a sophisticated heat-mitigating technology and a durable protective shell, this square edge decking board delivers long-lasting beauty, superior slip resistance, and exceptional fade and stain protection.",,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking,Series,Transcend Lineage,,Model,543142016,,Color,Carmel,,Edge Type,Square Edge,,Material,Composite,,Thickness,1,in,Width,6,in,Length,16,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,ft,,,6,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Building Materials,Composite Decking,Square Edge Decking,,543142020,1nx6-20' Carmel Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"Trex Company, Inc.",TREX®,,543142020,,Building Materials > Lumber & Composites > Decking,"TREX Transcend Lineage Series Carmel Square Edge Decking, 543142020",TREX 1NX6-20 CARMEL SQ EDGE DECKING,"TREX® Transcend Lineage® Series 543142020 Square Edge Decking, Carmel, 1 in x 6 in x 20 ft, Composite","TREX® Transcend Lineage® Series Square Edge Decking, 543142020, Carmel Color, Dimensions: 1 in Thickness x 6 in Width x 20 ft Length, High-Performance Composite Material, Heat-Mitigating Technology, Splinter-Free, Rot and Split Resistant","TREX® Transcend Lineage® Series 543142020 Square Edge Decking, Carmel, 1 in x 6 in x 20 ft, Composite","Upgrade your outdoor living space with TREX Transcend Lineage Decking in Carmel. Engineered with advanced heat-mitigating technology, this composite decking stays cooler underfoot while offering exceptional resistance to fading, staining, scratching, and mold.",,,,,,,,,,,,,,,,,,,,,,,,,,Deck Board,Series,Transcend Lineage,,Model,543142020,,Color,Carmel,,Edge Type,Square Edge,,Material,Composite,,Thickness,1,in,Width,6,in,Length,20,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,ft,,,6,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Building Materials,Decking,Composite Decking,,543144016,1nx6-16' Island Mist Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"Trex Company, Inc.",TREX®,,543144016,,Building Materials > Decking & Railing > Composite Decking,"TREX Transcend Lineage Composite Decking, Island Mist, 1 in x 6 in x 16 ft, 5431",TREX 1NX6-16 ISLAND MIST SQUARE EDGE,"TREX® Transcend® Lineage™ 543144016 Composite Decking, Island Mist, 1 in x 6 in x 16 ft, Square Edge","TREX® Transcend® Lineage™ Composite Decking, Part Number 543144016, Island Mist color, Square Edge, 1 in Thickness x 6 in Width x 16 ft Length, High-performance composite material engineered to resist fading, scratching, and staining.","TREX® Transcend® Lineage™ 543144016 Composite Decking, Island Mist, 1 in x 6 in x 16 ft, Square Edge","Upgrade your outdoor living space with TREX Transcend Lineage Decking in Island Mist. Featuring a cool-roof technology that reflects sun and a sophisticated, subtle wood-grain pattern, this durable composite decking delivers unmatched beauty and long-lasting performance.",,,,,,,,,,,,,,,,,,,,,,,,,,Composite Deck Board,Brand,TREX,,Series,Transcend Lineage,,Model,543144016,,Color,Island Mist,,Edge Type,Square Edge,,Thickness,1,in,Width,6,in,Length,16,ft,Material,Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,ft,,,6,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Building Materials,Decking & Railing,Composite Decking,,543144020,1nx6-20' Island Mist Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),Trex Company Inc.,TREX®,,543144020,,Building Materials > Decking & Railing > Composite Decking,"TREX Transcend Lineage Island Mist Square Edge Composite Decking, 543144020",543144020 1X6-20 ISLAND MIST SQ DECK,"TREX® Transcend Lineage® 543144020 Island Mist Square Edge Decking Board, 1 in x 6 in x 20 ft","TREX® Transcend Lineage® Island Mist Square Edge Decking Board, 543144020, Series: Transcend Lineage, Material: Composite, Color: Island Mist, Edge Type: Square Edge, Dimensions: 1 in x 6 in x 20 ft","TREX® Transcend Lineage® 543144020 Island Mist Square Edge Decking Board, 1 in x 6 in x 20 ft","Upgrade your outdoor living space with Trex Transcend Lineage composite decking in Island Mist. Featuring a cool-feeling technology and a subtle, nature-inspired color, this square edge board delivers ultimate durability without compromising on style.",,,,,,,,,,,,,,,,,,,,,,,,,,Decking Board,Series,Transcend Lineage,,Model,543144020,,Material,Composite,,Color,Island Mist,,Edge Type,Square Edge,,Thickness,1,in,Width,6,in,Length,20,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,ft,,,6,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Building Materials,Decking,Composite Decking,,543143016,1nx6-16' Jasper Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"Trex Company, Inc.",TREX®,,543143016,,Building Materials > Decking & Railing > Composite Decking,"TREX Transcend Lineage Square Edge Decking, 1 In x 6 In x 16 Ft, Jasper, 5431430",TREX 1NX6-16 JASPER SQ EDGE DECKING,"TREX® Transcend Lineage Series 543143016 Square Edge Decking, 1 in x 6 in x 16 ft, Jasper","TREX® Transcend Lineage Square Edge Decking, Series: Transcend Lineage, Model: 543143016, Thickness: 1 in, Width: 6 in, Length: 16 ft, Edge Type: Square Edge, Color: Jasper, Material: Composite","TREX® Transcend Lineage Series 543143016 Square Edge Decking, 1 in x 6 in x 16 ft, Jasper","Enhance your outdoor living space with TREX Transcend Lineage decking in Jasper. Featuring an island-inspired aesthetic with heat-mitigating technology, this durable composite decking delivers exceptional scratch, stain, and fade resistance for low-maintenance beauty.",,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking,Series,Transcend Lineage,,Model,543143016,,Thickness,1,in,Width,6,in,Length,16,ft,Edge Type,Square Edge,,Color,Jasper,,Material,Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,ft,,,6,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Building Materials,Decking,Composite Decking,,543143020,1nx6-20' Jasper Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"Trex Company, Inc.",TREX®,,543143020,,Building Materials > Decking & Railing > Composite Decking,"TREX Transcend Lineage 1x6 20 ft Jasper Square Edge Decking, 543143020",543143020 TREX 1X6 20FT JASPER SQ EDGE,TREX® Transcend Lineage® 543143020 1 in x 6 in x 20 ft Jasper Square Edge Composite Decking,"TREX® Transcend Lineage® Composite Decking, Part Number 543143020, Color: Jasper, Profile: Square Edge, Dimensions: 1 in Thickness x 6 in Width x 20 in Length, Engineered with a heat-mitigating technology for cooler comfort underfoot, High-performance composite material resists fading, staining, scratching, and mold.",TREX® Transcend Lineage® 543143020 1 in x 6 in x 20 ft Jasper Square Edge Composite Decking,"Upgrade your outdoor living space with TREX Transcend Lineage composite decking in Jasper. Featuring advanced heat-mitigation technology, this decking stays cooler on sunny days while offering exceptional resistance to fading, staining, and scratching for long-lasting beauty with minimal maintenance.",,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking,Series,Transcend Lineage,,Color,Jasper,,Edge Profile,Square Edge,,Thickness,1,in,Width,6,in,Length,20,ft,Material,Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,ft,,,6,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Building Materials,Decking,Composite Decking,,543141016,1nx6-16' Rainier Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"Trex Company, Inc.",TREX®,,543141016,,Building Materials > Decking & Railing > Composite Decking,"TREX Rainier Square Edge Decking, Transcend Lineage Series, 543141016",TREX 1X6 16 FT RAINIER SQ EDGE DECKING,"TREX® Transcend Lineage Series 543141016 Square Edge Decking, Rainier, 1 in x 6 in x 16 ft","TREX® Transcend Lineage Series Square Edge Decking, Rainier Color, 1 in Thickness x 6 in Width x 16 ft Length, Composite Material, High-Performance Shell Technology, Heat-Mitigating Technology","TREX® Transcend Lineage Series 543141016 Square Edge Decking, Rainier, 1 in x 6 in x 16 ft","Upgrade your outdoor living space with TREX Transcend Lineage decking in Rainier. Engineered with advanced heat-mitigating technology, this composite decking stays cooler underfoot while offering exceptional fade, stain, and scratch resistance.",,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking,Series,Transcend Lineage,,Model,Rainier,,Edge Type,Square Edge,,Material,Composite,,Color,Rainier,,Thickness,1,in,Width,6,in,Length,16,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,ft,,,6,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Building Materials,Lumber & Composites,Composite Decking,,543141020,1nx6-20' Rainier Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"Trex Company, Inc.",TREX®,,543141020,,Building Materials > Lumber & Composites > Composite Decking,"TREX Transcend Lineage Square Edge Decking, Rainier, 1 in x 6 in x 20 ft, 543141",TREX TRANSCEND 1NX6 20FT RAINIER SQ EDGE,"TREX® Transcend® Lineage™ 543141020 Composite Decking, Rainier, 1 in x 6 in x 20 ft, Square Edge","TREX® Transcend® Lineage™ Composite Decking, Part Number 543141020, Rainier Color, Size: 1 in x 6 in x 20 ft, Square Edge Profile, High-Performance Shell Technology, Heat-Mitigating Technology, Fade and Stain Resistant, Low Maintenance","TREX® Transcend® Lineage™ 543141020 Composite Decking, Rainier, 1 in x 6 in x 20 ft, Square Edge","Upgrade your outdoor living space with TREX Transcend Lineage decking in Rainier. Engineered with advanced heat-mitigating technology and a durable protective shell, this square edge board delivers exceptional fade, stain, scratch, and mold resistance while keeping your deck cooler under the sun.",,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking Board,Brand,TREX,,Series,Transcend Lineage,,Model,Rainier,,Color,Rainier,,Edge Type,Square Edge,,Thickness,1,in,Width,6,in,Length,20,ft,Material,Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,ft,,,6,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Building Materials,Lumber & Composite Decking,Composite Decking,,543140412,1nx6-12' Biscayne Grooved - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"Trex Company, Inc.",TREX®,,543140412,,Building Materials > Lumber & Composite Decking > Composite Decking,"TREX Transcend Lineage Composite Decking, 1 in x 6 in x 12 ft, Biscayne",TREX 1X6 12FT BISCAYNE TRANSCEND DECK,"TREX® Transcend Lineage 543140412 Grooved Composite Decking Board, 1 in x 6 in x 12 ft, Biscayne","TREX® Transcend Lineage Grooved Composite Decking, Series: Transcend Lineage, Model: 543140412, Thickness: 1 in, Width: 6 in, Length: 12 ft, Color: Biscayne, Edge Type: Grooved, Material: Composite","TREX® Transcend Lineage 543140412 Grooved Composite Decking Board, 1 in x 6 in x 12 ft, Biscayne","Upgrade your outdoor living space with TREX Transcend Lineage composite decking. Featuring a tranquil Biscayne color and grooved edges for hidden fastening, this durable decking offers superior heat-mitigating technology and lasting beauty.",,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking,Series,Transcend Lineage,,Model,543140412,,Thickness,1,in,Width,6,in,Length,12,ft,Color,Biscayne,,Edge Type,Grooved,,Material,Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,ft,,,6,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Building Materials,Decking & Railing,Composite Decking,,543140416,1nx6-16' Biscayne Grooved - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"Trex Company, Inc.",TREX®,,543140416,,Building Materials > Decking & Railing > Composite Decking,"TREX Transcend Lineage Decking, 1 in x 6 in x 16 ft, Biscayne, 543140416",TREX 1NX6-16 BISCAYNE GROOVED DECKING,"TREX® Transcend® Lineage™ 543140416 Composite Decking Board, 1 in x 6 in x 16 ft, Biscayne, Grooved","TREX® Transcend® Lineage™ Composite Decking Board, Series: Transcend Lineage, Model: 543140416, 1 in Thickness x 6 in Width x 16 ft Length, Grooved Edge, Color: Biscayne, Heat-Mitigating Technology, High-Performance Composite Material","TREX® Transcend® Lineage™ 543140416 Composite Decking Board, 1 in x 6 in x 16 ft, Biscayne, Grooved","Upgrade your outdoor living space with TREX Transcend Lineage composite decking in Biscayne. Featuring advanced heat-mitigating technology, this durable grooved board stays cooler on sunny days while offering exceptional resistance to fading, scratching, and staining.",,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking Board,Brand,TREX,,Series,Transcend Lineage,,Model,543140416,,Color,Biscayne,,Edge Type,Grooved,,Thickness,1,in,Width,6,in,Length,16,ft,Material,Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,ft,,,6,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Building Materials,Lumber & Composites,Composite Decking,,543140420,1nx6-20' Biscayne Grooved - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"Trex Company, Inc.",TREX®,,543140420,,Building Materials > Lumber & Composites > Decking,"TREX Transcend Lineage 1 In x 6 In x 20 Ft Biscayne Grooved Decking, 543140420",TREX 1NX6-20' BISCAYNE GROOVED DECKING,"TREX® Transcend® Lineage 543140420 Composite Decking, Biscayne, 1 in x 6 in x 20 ft, Grooved","TREX® Transcend® Lineage Composite Decking, Series: Lineage, Model: 543140420, Biscayne Color, 1 in Thickness, 6 in Width, 20 ft Length, Grooved Edge, Composite Material, Heat-Remediating Technology","TREX® Transcend® Lineage 543140420 Composite Decking, Biscayne, 1 in x 6 in x 20 ft, Grooved","Upgrade your outdoor living space with Trex Transcend Lineage composite decking in Biscayne. Featuring advanced heat-remediating technology, this grooved board stays cooler under the sun while offering exceptional durability and a natural wood look that resists fading and staining.",,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking,Brand,TREX,,Series,Transcend Lineage,,Model,543140420,,Color,Biscayne,,Thickness,1,in,Width,6,in,Length,20,ft,Edge Type,Grooved,,Material,Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,ft,,,6,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Building Materials,Outdoor Living,Composite Decking,,543142412,1nx6-12' Carmel Grooved - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"Trex Company, Inc.",TREX®,,543142412,,Building Materials > Decking & Railing > Composite Decking,"TREX Transcend Lineage 1x6x12 Carmel Grooved Decking, 543142412",TREX 1X6 12FT CARMEL GRVD TRANSCEND,"TREX® Transcend Lineage™ 543142412 Grooved Decking, Carmel, 1 in x 6 in x 12 ft","TREX® Transcend Lineage™ Grooved Decking, 543142412, Carmel, [Thickness]: 1 in, [Width]: 6 in, [Length]: 12 ft, [Material]: Composite, [Profile]: Grooved Edge, [Series]: Transcend Lineage","TREX® Transcend Lineage™ 543142412 Grooved Decking, Carmel, 1 in x 6 in x 12 ft","Upgrade your outdoor living space with Trex Transcend Lineage decking in Carmel. Featuring a heat-mitigating technology and a gorgeous grooved profile for hidden fasteners, this composite decking combines long-lasting durability with natural wood beauty.",,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking Board,Brand,TREX,,Series,Transcend Lineage,,Model,543142412,,Color,Carmel,,Material,Composite,,Thickness,1,in,Width,6,in,Length,12,ft,Edge Profile,Grooved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,ft,,,6,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Building Materials,Decking & Railing,Composite Decking,,543142416,1nx6-16' Carmel Grooved - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"Trex Company, Inc.",TREX®,,543142416,,Building Materials > Decking & Railing > Composite Decking,"TREX Transcend Lineage 1x6 in x 16 ft Carmel Grooved Decking, 543142416",TREX TRANSCEND 1X6-16 CARMEL GROOVED,"TREX® Transcend Lineage® 543142416 Grooved Composite Decking, Carmel, 1 in x 6 in x 16 ft","TREX® Transcend Lineage® Grooved Composite Decking, Series: Transcend Lineage, Model: 543142416, 1 in Thickness x 6 in Width x 16 ft Length, Carmel Color, Grooved Edge Profile, Composite Material","TREX® Transcend Lineage® 543142416 Grooved Composite Decking, Carmel, 1 in x 6 in x 16 ft","Upgrade your outdoor living space with Trex Transcend Lineage decking in Carmel. Featuring a cool-feeling technology and a subtle, nature-inspired color, this grooved composite board delivers exceptional durability and low-maintenance beauty for your dream deck.",,,,,,,,,,,,,,,,,,,,,,,,,,Composite Decking,Brand,TREX,,Series,Transcend Lineage,,Model,543142416,,Color,Carmel,,Thickness,1,in,Width,6,in,Length,16,ft,Edge Type,Grooved,,Material,Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,ft,,,6,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
